116;"Either the party doesn't exist or no member of your party is logged on."
117;"You have no buddy available for chat."
118;"There is no one in the guild. You have joined or there is no o"
119;"You have successfully blocked access."
120;"The blocking failed."
121;"The unblocking has been successful"
122;"The command was typed wrong. Please double-check."
123;"The unblocking was unsuccessful."
124;"You have successfully removed the name from the ranks."
125;"You have entered an invalid character name."
126;"You have failed to remove yourself from the ranks."
127;"You have either entered a wrong NPC name or"
128;"Your request failed."
129;"/quiz"
130;"/answer"
131;"/check"
132;"/expel"
133;"/explain"
134;"/start"
135;"/reset"
136;"/divideteam"
137;"/omok"
138;"/memorygame"
139;"/prize"
140;"/senduser"
141;"/giveprize"
142;"/matchtable"
143;"/ulist"
144;"/send"
145;"Your inventory is full."
146;"You have not enough mesos."
147;"You can't do it right now.
Catch your breath and then try again."
148;"You are currently at a place where
the world map is not available."
149;"Enter your comments through the megaphone."
150;"Cursing is not allowed."
151;"The effect is taking place right now.
Please try it later."
152;"You can't use it at Maple Island."
153;"You can't use it here in this map."
154;"You can't do it here in this map."
155;"You can't move to another island."
156;"Too much interest can hinder your process of leveling up.

will you really summon the monster?"
157;"You can't chat right now."
158;"You have gained experience (+%d)"
159;"You have gained fame. (+%d)"
160;"You have gained mesos (+%d)"
161;"You have lost mesos. (%d)"
162;"You have gained items (%d %s)"
163;"You have gained an item (%s)"
164;"You have lost items (%d %s)"
165;"You have lost an item (%s)"
166;"You can't get anymore items."
167;"[%s] has passed its expiration date and will be removed from your inventory."
168;"Other requests are in process.
Please try again in a little bit."
169;"You have raised '%s''s level of fame."
170;"You have dropped '%s''s level of fame."
171;"The user name is incorrectly entered."
172;"Users under level 15 are unable to toggle with fame."
173;"You can't raise or drop a level of fame anymore for today."
174;"You can't raise or drop a level of fame of that character anymore for this month."
175;"'%s' have raised '%s''s level of fame."
176;"'%s' have dropped '%s''s level of fame."
177;"The level of fame has neither been raised or dropped due to an unexpected error."
178;"Please try it again later."
179;"%s is currently blocking any party invitations."
180;"%s have denied request to the party."
181;"You have created a new party."
182;"You have been expelled from the party."
183;"You have left the party."
184;"'%s' have been expelled from the party."
185;"'%s' have left the party."
186;"You have quit as the leader of the party. The party has been disbanded."
187;"You have left the party since the party leader quit."
188;"You have joined the party."
189;"'%s' has joined the party."
190;"Already have joined a party."
191;"A beginner can't create a party."
192;"You have yet to join a party."
193;"The party you're trying to join is already in full capacity."
194;"Characters who are under Lv. 10 Beginner cannot be the party leader."
195;"You are not the master of the party."
196;"'%s'is not a member of your party."
197;"It is impossible to invite someone to the party."
198;"Your request for a party didn't work due to an unexpected error."
199;"Party member:"
200;"You're the leader of the party."
201;"%s is currently not accepting guild invite message."
202;"Since the time has exceeded, denial message has been sent to the party leader."
203;"%s has denied your guild invitation."
204;"%s You have joined a guild."
205;"New guild has been made."
206;"You have been expelled from the guild."
207;"You quitted the guild."
208;"'%s' has been expelled from the guild"
209;"Deleted Chracters have been expelled."
210;"'%s' quitted the guild"
211;"Expel '%s' from the guild?"
212;"Would you like to quit the guild?"
213;"'%s'quitted the guild"
214;"The guild has been disbanded."
215;"The guild has been made"
216;"'%s' has joined the guild"
217;"Already joined the guild"
218;"You cannot make a guild, due to the limitation of minimum level requirement."
219;"You are not in the guild."
220;"You cannot quit the guild, since you are the master of the guild."
221;"The guild, you are trying to join, has already reached the max number of users."
222;"Beginners cannot be the master."
223;"You are not the master of the guild."
224;"You cannot invite yourself to the guild."
225;"'%s' is not the member of the guild."
226;"Admin cannot make a guild."
227;"You cannot invite more people to the guild."
228;"The guild request has not been accepted, due to unknown reason."
229;"The character cannot be found in the current channel."
230;"Guild Member:"
231;"You are the guild master."
232;"The maximum number of the guild members has been increased to %d."
233;"Unable to find the character."
234;"The buddy is already registered."
235;"You can't enter yourself as your buddy."
236;"The user is not registered."
237;"You have not requested buddies with that user."
238;"The portal is closed for now."
239;"You can't move to a different island."
240;"Incorrect channel number."
241;"You're at the premium service internet cafe.
While you're logged on, you'll receive various premium services."
242;"Oh...you're the one that'll take care of my baby! Can you hear me? I am a wizard who is at the very bottom of the World Tree, extracting the Life Water from there. I'm speaking to your mind right now.

That kid...is a magical animal that I've poured life into by pouring the Life Water at the doll that I've made myself. For the longest time, I've been studying and researching on life itself, and learned to actually create a spell that creates life. But it's only possible with the Life Water...and since it comes out so little, I can only give that kid a life for so long..."
243;"When the time passes and the life water that's been sprinkled onto it dries up, it'll turn back into a doll. Yes, it's very unfortunate, but not to worry. If you pour the life water again on it, it'll come back to life.

.And for that, I collect the life water everyday here deep in the underground. I sent my apprentice up overground, so there comes a time where you'll need teh life water, please go visit him. Don't forget that the life water will last once poured onto the doll...Please take care of it..."
244;"The time has run out, so it can't move."
245;"The closeness increased (+%d)"
246;"The closeness decreased (%d)"
247;"The pet went back home because it's hungry."
248;"The pet's magical time has run out, and so it has turned back into a doll."
249;"The scroll lights up, and then its mysterious power have been transferred to the item."
250;"The scroll lights up, but the item winds up as if nothing happened"
251;"Will you play <%s> on the jukebox?"
252;"The schedule for the trip is as follows."
253;"You can start entering the gate at 5 min. til take off."
254;"The room is already closed."
255;"You can't enter the room due to full capacity."
256;"Other requests are being fulfilled this minute."
257;"You can't do it while you're dead."
258;"You can't do it in the middle of the event."
259;"This character is unable to do it."
260;"You are not allowed to trade other items at this point."
261;"You can't establish a miniroom right here."
262;"You can only make trade
if you two are in the same map."
263;"'%s' is doing something else right now."
264;"'%s' have denied invitation."
265;"'%s' is currently not accepting any invitation."
266;"Trade cancelled.
by the other character."
267;"Trade successful.
Please check the results."
268;"Trade successful.
Received %d mesos after fees.
Please check the results."
269;"Trade unsuccessful."
270;"You cannot make the trade because
there are some items which
you cannot carry more than one."
271;"You cannot make the trade because
the other person's on a different map."
272;"How much money will you put up?"
273;"Are you sure you want to trade?"
274;"Please enter the name of the store.

If you move before you open the store,
 the store may not be opened."
275;"%d for %s mesos."
276;"%s mesos."
277;"The shop is closed."
278;"The items are out of stock."
279;"The number of items should be based
on the number of items in a bundle."
280;"The total price is %d mesos.
Will you make the purchase?"
281;"You can't sell it anymore."
282;"Sell by the bundle."
283;"Price per bundle"
284;"Price per unit."
285;"Number of items to sell."
286;"Number of items per bundle."
287;"The item has been sold already."
288;"Please enter the name of the game you'll make."
289;"You don't have enough mesos to enter."
290;"You can't start the game here."
291;"The personal store can only be built
at the free market available at main towns."
292;"[%s] have entered."
293;"[%s] have left."
294;"[%s] have called to leave after this game."
295;"[%s] have cancelled the request to leave after this game."
296;"[%s] have been expelled."
297;"You have been expelled."
298;"[%s] have forfeited."
299;"[%s] have requested a handicap."
300;"You have left the room."
301;"[%s]'s turn."
302;"[%s] has matched cards. Please continue."
303;"[%s] can't start the game due to lack of mesos."
304;"The game has started."
305;"The game has ended.
The room will automatically close in 10 sec."
306;"10 sec. left."
307;"The room is closed."
308;"You win."
309;"It's a tie."
310;"You lost."
311;"Are you sure you want to give up?"
312;"Will you expel the user?"
313;"Your opponent requests a tie.
Will you accept it?"
314;"Will you request a tie?"
315;"Your opponent denied your request for a tie."
316;"You can only request a handicap once per game."
317;"Your oppentent has requested to 
withdraw his/her last move.
Do you accept?"
318;"Request to withdraw your last move?"
319;"Your opponent denied your request."
320;"Will you call to leave after this game?"
321;"Will you cancel the request to leave after this game?"
322;"Time left : %d sec."
323;"It's [ %s ]'s turn."
324;"Are you sure you want to leave?"
325;"Please enter the password."
326;"The password is incorrect."
327;"Do you want to play in private?"
328;"You are unable to enter the tournament room."
329;"	You have double-3's."
330;"You can't put it there."
331;"You can't fly it there."
332;"The receiver's character name is incorrect."
333;"The move is successful. Please check the result."
334;"I'm busy right now."
335;"You can't transfer characters in the same account."
336;"The user is logging in."
337;"The user doesn't have enough space on the inventory."
338;"There's no money or item to transfer."
339;"The character is not registered."
340;"The request is denied for an unknown reason."
341;"Once you delete this cash item, the item will
disappear, and %d%% of the purchased price, %d,
 will be accumulated towards your MaplePoints.
Accumulated MaplePoints will be
used to purchase other cash items.
.Are you sure you want to delete this item?
"
342;"%s adding inventory slots. (%d NX Cash)
Confirm inventory slot purchase?"
343;"Adding slots to the storage (%d NX Cash)
Are you sure you want to add slots to your storage?"
344;"The requested number of slots
can't be added."
345;"The storage slots can't be extended."
346;"Your job limit does not allow
you to use this item. 
Are you sure you want to buy the item?"
347;"Your level limit does not allow
you to use this item.
Are you sure you want to buy the item?"
348;"Your fame limit does not allow
you to use this item.
Are you sure you want to buy the item?"
349;"Some items have limits that are unavailable
for you to use the item."
350;"You already have the item(s) selected. Are
you sure you want to buy the item(s) again?"
351;"You may not use this item with
the weapon you are equipped with.
Will you continue to make the purchase?"
352;"Only the Rudolph pet can equip this item."
353;"The current pet you have
cannot wear this item.
Are you sure you want to purchase this item?"
354;"Only pets are allowed to wear this item.
Are you sure you want to purchase this item?"
355;"Are you sure you want to buy this item?"
356;"Total %d NX Cash."
357;"Make purchase?"
358;"The purchase has failed."
359;"You have purchased the following items.
(Some items weren't purchased)"
360;"Please enter the name of the character as the receiver for this gift.
Only the character within the same world are available for gifts."
361;"%s (%d NX Cash)
Will you buy this item as a gift for
'%s'?"
362;"Check your SSN and 
please try again."
363;"Check your birthday code and
please try again."
364;"Check your Passport ID and
please try again."
365;"You already have this item on your wish list."
366;"Your wish list is full."
367;"You have successfully made the purchase."
368;"You have given '%s'
 %d [ %s ]."
369;"You have added slots to your item inventory."
370;"The cash item has been deleted."
371;"Request timed out.
Please try again."
372;"You don't have enough cash."
373;"You can't buy someone a cash item gift if you're under 14."
374;"You have exceeded the allotted limit of price
for gifts."
375;"Please check and see if you have exceeded
the number of cash items you can have."
376;"Please check and see
if the name of the character is wrong,
or if the item has gender restrictions."
377;"Due to gender restrictions, the coupon 
is unavailable for use."
378;"Please check and see if the coupon number is right."
379;"The coupon is expired."
380;"The coupon has already been used."
381;"This coupon is only for regular items, and 
it's unavailable to give away as a gift."
382;"This item is only available for purchase by a user at the premium service internet cafe."
383;"Ineligible Recipient.
Check character name and gender."
384;"You have exceeded the spending limit of nexon cash."
385;"The Cash Shop is unavailable
during the beta-test phase.
We apologize for your inconvenience."
386;"Due to an unknown error,
the request for Cash Shop has failed."
387;"Buy with MaplePoints."
388;"I'll buy this as a gift."
389;"Deleting the item can only work on cash equipment items that don't have a limited amount of time to use."
390;"This item can't be delted."
391;"Cash item has been deleted.
(%d accumulated as MaplePoints)"
392;"This is your wish list."
393;"Welcome to MapleShop!!!"
394;"The item is being prepared. We're sorry for the inconvenience."
395;" NX Cash"
396;"(%d)"
397;"The item has been added to the wish list."
398;"[PET]%s"
399;"Adding slots at the storage"
400;"Extending 4 slots (1 line) of the storage (Currently %d)
4000 NX Cash"
401;"Please enter the correct 30-digit coupon number."
402;"Please enter the name of the receiver correctly."
403;"Name of the receiving character."
404;"Using coupon,"
405;"and 
"
407;"%d 
%s"
408;"%d MaplePoints"
409;"%d mesos"
410;"To %s"
411;"You have received"
413;"You have given a gift to"
415;"Recharge NX Cash."
416;"The item is not on sale now."
417;" ONE-HANDED SWORD"
418;" ONE-HANDED AXE"
419;" ONE_HANDED MACE"
420;" DAGGER"
421;" WAND"
422;" STAFF"
423;" TWO-HANDED SWORD"
424;" TWO-HANDED AXE"
425;" TWO-HANDED MACE"
426;" SPEAR"
427;" POLE ARM"
428;" BOW"
429;" CROSSBOW"
430;" CLAW"
431;" HAT"
432;" FACE ACCESSORY"
433;" EYE ACCESSORY"
434;" EARRING"
435;" OVERALL"
436;" TOP"
437;" BOTTOM"
438;" SHOES"
439;" GLOVE"
440;" CAPE"
441;" SHIELD"
442;" RING"
443;" FASTEST"
444;" FASTER"
445;" FAST"
446;" NORMAL"
447;" SLOW"
448;" SLOWER"
449;" SLOWEST"
450;"IT'S A GIFT FROM '%s'"
451;"AVAILABLE FOR %d DAYS."
452;"USABLE UNTIL %d-%d-%04d AT %02d : %02d"
453;"CATEGORY :"
454;"ATTACK SPEED :"
456;"WEAPON ATTACK :"
457;"MAGIC ATTACK :"
458;"WEAPON DEF. :"
459;"MAGIC DEF. :"
460;"ACCURACY :"
461;"AVOIDABILITY :"
462;"HANDS :"
463;"SPEED :"
464;"JUMP :"
465;"THE RATE OF KNOCK-BACK :"
466;"NUMBER OF UPGRADES AVAILABLE :"
467;"A GIFT FROM '%s'"
468;"A COUPLE-RING WITH : %s"
469;"[Current Level %d]"
470;"[Next Level %d]"
471;"DAYS OF MAGIC : %d"
472;"THE END OF TIME OF MAGIC"
473;"THE TIME OF MAGIC : UNTIL %d-%d-%04d AT %02d : 00"
474;"	%s / %s /%s / premium"
475;"Online Friends / Total Registered Friends"
476;"Offline Friends / Total Registered Friends"
477;"[Current Registered Friends/Max Registered Friends]"
478;"Online Guild Members / Total Registered Guild Members"
479;"Offline Guild Members / Total Registered Guild Members"
480;"Online Party Members / Total Registered Party Members"
482;"The user is currently at another location."
483;"UI/UIWindow.img/ToolTip/Equip/Dot"
484;"beginner"
485;"warrior"
486;"magician"
487;"bowman"
488;"thief"
489;"buddy"
490;"party"
491;"none"
492;"Current Registered Friends  [%d/%d]"
493;"Please enter the name of the character
you'll add as a buddy."
494;"Please enter the name of the character
you'll invite to your party."
495;"Are you sure you want to delete
'%s' from the list?"
496;"%s is"
497;"logged in."
498;"You're on the same ch."
499;"with %s."
500;"Cash Shop"
501;"The request was denied due to an unknown error."
502;"Your buddy list is full."
503;"The user's buddy list is full"
504;"That character is already registered as your buddy."
505;"That character is not registered."
506;"Gamemaster is not available as a buddy."
507;"Please type the name of the character, you want to invite."
508;"from '%s'"
509;"An invitation"
510;"Buddy request"
511;"Trade request"
512;"Party invite"
513;"Guild invite"
514;"New Quest!"
515;"Quest Complete!"
516;"Maple"
517;"Victoria"
518;"There's no quest info."
519;"The Admin account can't throw away the money."
520;"How much will you drop?"
521;"- You have sent the invite to '%s'."
522;"- '%s' can't be found."
523;"'%s' is currently not accepting chat."
524;"%s denied the request."
525;"- '%s' have requested you to join the chat."
526;"'%s' have requested you to 
join the chat room.
Will you accept it?"
527;"Please enter the person you want to whisper to."
528;"Incorrect ID."
529;"You can't whisper to yourself."
530;"To All"
531;"To the party"
532;"To a buddy"
533;"Whisper"
534;"To the Guild"
535;"Please enter the attached message"
536;"The pet already has a name.
Will you change it?"
537;"Please name your pet."
538;"That name is not available."
539;"Do you want to name your pet
'%s'?"
540;"Will you use the luck sack to receive %d mesos?"
541;"You have used the luck sack to receive %d mesos."
542;"You have failed to use the luck sack."
543;"[ Maple Messenger Help ]"
544;"Invite : /invite character-name"
545;"End : /q"
546;"- '%s' has entered."
547;"- You have been unable to join the invited chat room."
548;"- '%s' have left the room."
549;"- Please enter the user's name."
550;"- The character name is invalid."
551;" is typing."
552;"The name of the character needs to be at least %d letters long."
553;"The name of the character needs to be less than %d letters long."
554;"The name of the character should not have any blanks in between the letters."
555;"There's a letter you can't use on your character name."
556;"There's a word you can't use on your character name."
557;"The name cannot be used."
558;"MapleStory Folder"
559;"Desktop"
560;"Only numbers are allowed."
561;"Only the numbers higher than %d are allowed."
562;"Only the numbers
lower than %d are allowed"
563;"Please enter at least %d characters."
564;"For the sake of privacy, please enter the SSD."
565;"Please type the name of the guild."
566;"It cannot be used. Please check it again."
567;"This name is currently in the use. Please use other ones."
568;"For the sake of privacy,
please enter your 8-digit birthday code.
ex) year/month/day -> 19820911"
569;"Personal Info."
570;"Fame +"
571;"Fame -"
573;"Trade Request"
574;"Invite to the party"
575;"Save name"
576;"Unable to connect due to system error."
577;"The ID is deleted or restricted from usage at this point."
578;"The ID is not registerred."
580;"The ID is either already online,
 or the server is in check right now."
581;"Save Email Address"
582;"The email address needs to be at least %d letters long."
583;"The email address needs to be no more than %d letter long."
584;"All email addresses need to include ""@"".
(ex) maple@wizet.com"
585;"All email addresses need to include "".""
(ex) maple@wizet.com"
586;"The password needs to be at least %d letters long."
587;"The password needs to be no more than %d letters long."
588;"You need to be over 20 to enter."
589;"You are not in an authorized Internet Cafe."
590;"The maximum number of users allowed on this IP address have exceeded."
591;"The IP has outrun the contract."
592;"It's not an available time to play this game."
593;"Are you sure you want to buy it?"
594;"How many are you willing to buy?"
595;"Are you sure you want to sell it?"
596;"How many are you willing to sell?"
597;"You don't have enough in stock."
598;"Please check and see if your inventory is full or not."
599;"Failed to retrieve the equipped item.
Please unequip it first."
600;"You cannot carry more than one for this item."
602;"Due to an error, the trade did not happen."
603;"meso"
604;"%s meso / rechrg : %d"
605;"Are you sure you want to recharge it?"
606;"Are you sure you want to take it out?"
607;"It'll cost you %d mesos to store it.
Are you sure you want to do it?"
608;"How many will you store?"
609;"How much will you take out?"
610;"How much will you save?"
611;"The storage is full."
612;"Your stats are too low to equip this item."
613;"Only one couple-ring can be equipped."
614;"You need to equip yourself with an item
to use it."
615;"You are able to use this only when you are wearing a shield."
616;"This item is not available with the weapon
you're currenly using."
617;"You may not use the item with the
cash item you're currently equipped with.
Please unequip that item and try again."
618;"The admin can't drop items."
619;"You can't drop this item."
620;"This item can't be taken back once 
thrown away. Will you still drop it?"
622;"How many will you drop?"
623;"This item is unavailable to trade with others."
624;"How many will you trade?"
625;"[Welcome] Welcome to MapleStory!!"
626;"[MapleTip]"
627;"[Notice]"
628;"Repeating the same line over and over
can negatively affect other users."
629;"Too much chatting can disrupt
other players' ability to play the game."
630;"Jan"
631;"Feb"
632;"Mar"
633;"Apr"
634;"May"
635;"Jun"
636;"Jul"
637;"Aug"
638;"Sep"
639;"Oct"
640;"Nov"
641;"Dec"
642;"am"
643;"pm"
644;"Unable to connect."
645;"Time remaining: %02d min. %02d sec."
646;"You are unable to whisper at the event map."
647;"[Answer:"
648;"Unable to start due to the lack of number of users."
649;"The prize hasn't been set yet."
650;"Congratuations! You have reached the round of %d."
651;"Congratulations! You have now reached the finals."
652;"Congratuations, you are the CHAMP!!!"
653;"You have successfully set the prize."
654;"You have failed the set the prize.
Please check the item number again."
655;"--------PRIZE--------
1st : %s
	2nd : %s"
656;"%s %02d:%02d %02d sec."
657;"Due to an error within the patch, the installation will stop right this minute. Please download the newest version of the client."
658;"Did you enjoy your time with MapleStory?

If the screen turned pitch-black
or you see warnings such as the monitor frequency being over the range,

then go to[start->program->MapleStory->Setup] to set-up your frequency level."
659;"#eBasic Configuration for MapleStory#n

#fUI/UIWindow.img/UtilDlgEx/notice#"
660;"----------------- HELP -----------------"
661;"/partyinfo : Show the current party information."
662;"/makeparty : create a new party"
663;"/leaveparty : If you are a member of the party, it'll let you leave.."
664;"/partyinvite character-name : invite to our party (only for the party leader)"
665;"/partyexpel character-name: Expel someone from the party (only for the party leader)"
666;"/guildinfo : Give information about the guild"
667;"/leaveguild : Quit the guild"
668;"/guildinvite : Invite the user to the guild (only available to the master)"
669;"/guildexpel : Expel the user from the guild (only available to the master)"
670;"/find CharacterName : Give information about the chracter whether he or she is on-line or not."
671;"/trade CharacterName : Request to exchange."
672;"/buddy : Talk to your buddy."
673;"/party : Talk to your party members."
674;"/guild : Talk to your guild members."
675;"/whisper charactername : Set it as whisper"
676;"/all : Regular chat, not a whisper"
677;"* Open up the chat window and press tab, or close the chat window and"
678;"press 1, 2, or 3 to change the group you'd like to talk to."
679;"#eWelcome to the TestWorld.#n
This is a test server where corrections and additions to the regular world are first tested. There are follwing restrictions.

#b1. At the test world, for the sake of tests, the character growth
is easily done. All these informations
will not carry over to the regular world.
2. The character information at the test world will not be
shared at the regular world.
3. The character information at the test world can be resetted without notice at anytime.
4. The service for the test world can end without notice.
5. Not everything tested in here will be carried over to the regular world.
6. The tested informations can be altered a little once carried over to the real world.
"
680;"Male"
681;"Female"
682;"dhlrPdlsqjwjs"
683;"WvsClientMtx"
684;"cmap.img"
685;"cmap.img/%d"
686;"smap.img"
687;"zmap.img"
688;"map"
689;"NexonADBallon"
690;"NexonADBrowser"
691;"ad."
692;"Mob/%07d.img"
693;"Npc/%07d.img"
694;"Item/Pet/%07d.img"
695;"Canvas"
696;"Property"
697;"Shape2D#Vector2D"
698;"origin"
699;"default"
700;"info"
701;"link"
702;"a0"
703;"a1"
704;"z0"
705;"z1"
706;"lt"
707;"rb"
708;"%d"
709;"%u"
710;"%s"
711;"%s%s"
712;"
"
713;"Effect/BasicEff.img"
714;"NoRed0"
715;"NoRed1"
716;"NoBlue0"
717;"NoBlue1"
718;"NoViolet0"
719;"NoViolet1"
720;"NoCri0"
721;"NoCri1"
722;"x"
723;"y"
724;"z"
725;"fall"
726;"interval"
727;"count"
728;"start"
729;"duration"
730;"fixed"
731;"bullet"
732;"Miss"
733;"Effect/Quest.img/%d"
734;"Etc/EmotionEffect/%s"
735;"blink"
736;"hit"
737;"smile"
738;"troubled"
739;"cry"
740;"angry"
741;"bewildered"
742;"stunned"
743;"vomit"
744;"oops"
745;"cheers"
746;"chu"
747;"wink"
748;"pain"
749;"glitter"
750;"blaze"
751;"shine"
752;"love"
753;"despair"
754;"move"
755;"walk1"
756;"walk2"
757;"alert"
758;"alert2"
759;"swingO1"
760;"swingO2"
761;"swingO3"
762;"swingOF"
763;"swingT1"
764;"swingT2"
765;"swingT3"
766;"swingTF"
767;"swingP1"
768;"swingP2"
769;"swingPF"
770;"stabO1"
771;"stabO2"
772;"stabOF"
773;"stabT1"
774;"stabT2"
775;"stabTF"
776;"proneStab"
777;"prone"
778;"shoot1"
779;"shoot2"
780;"shoot6"
781;"shootF"
782;"stand"
783;"stand0"
784;"stand1"
785;"stand2"
786;"stand3"
787;"heal"
788;"jump"
789;"fly"
790;"ladder"
791;"ladder2"
792;"rope"
793;"rope2"
794;"dead"
795;"sit"
796;"savage"
797;"float"
798;"regen"
799;"magic"
800;"magic1"
801;"throw"
802;"ball"
803;"ball1"
804;"ball2"
806;"hit1"
807;"hit2"
808;"hitF"
809;"attack1"
810;"attack2"
811;"attack3"
812;"attack4"
813;"attack5"
814;"attack6"
815;"attack7"
816;"attack8"
817;"attackF"
818;"die"
819;"die1"
820;"die2"
821;"dieF"
822;"bomb"
823;"rest0"
824;"rest1"
825;"hungry"
826;"hang"
827;"brow"
828;"face"
829;"act"
830;"action"
831;"frame"
832;"summon"
833;"summoned"
834;"alert3"
835;"alert4"
836;"alert5"
837;"avenger"
838;"assaulter"
839;"burster1"
840;"burster2"
841;"prone2"
842;"delay"
843;"islot"
844;"vslot"
845;"sfx"
846;"afterImage"
847;"walk"
848;"attack"
849;"attackSpeed"
850;"head"
851;"zigzag"
852;"hairShade"
853;"H4H5"
854;"beast"
855;"dragon"
856;"undead"
857;"etc"
858;"GameObject"
859;"Creature"
860;"User"
861;"Npc"
862;"Mob"
863;"Item"
864;"Patcher.exe"
865;"NewPatcher.exe"
866;"NewPatcher.chk"
867;"Patcher.info"
868;"MapleStoryClass"
869;"MapleStory"
870;"BrowserControlPane::SaveObject
"
871;"BrowserControlPane::GetMoniker
"
872;"BrowserControlPane::GetContainer
"
873;"BrowserControlPane::ShowObject
"
874;"BrowserControlPane::OnShowWindow
"
875;"SAVEOBJECT	BrowserControlPane::RequestNewObjectLayout
"
876;"BrowserControlPane::GetWindow
"
877;"BrowserControlPane::ContextSensitiveHelp
"
878;"BrowserControlPane::CanInPlaceActivate
"
879;"BrowserControlPane::OnInPlaceActivate
"
880;"BrowserControlPane::OnUIActivate
"
881;"BrowserControlPane::GetWindowContext
"
882;"BrowserControlPane::Scroll
"
883;"BrowserControlPane::OnUIDeactivate
"
884;"BrowserControlPane::OnInPlaceDeactivate
"
885;"BrowserControlPane::DiscardUndoState
"
886;"BrowserControlPane::DeactivateAndUndo
"
887;"BrowserControlPane::OnPosRectChange
"
888;"BrowserControlPane::GetIDsOfNames
"
889;"BrowserControlPane::GetTypeInfo
"
890;"BrowserControlPane::GetTypeInfoCount
"
891;"BrowserControlPane::Invoke, dispIdMember 
"
892;"BrowserControlPane::DISPID_NEWWINDOW2
"
893;"BrowserControlPane::DISPID_NAVIGATECOMPLETE2
"
894;"BrowserControlPane::DISPID_DOCUMENTCOMPLETE
"
895;"BrowserControlPane::EnableModeless
"
896;"BrowserControlPane::FilterDataObject
"
897;"BrowserControlPane::GetDropTarget
"
898;"BrowserControlPane::GetExternal
"
899;"BrowserControlPane::GetHostInfo
"
900;"BrowserControlPane::GetOptionKeyPath
"
901;"BrowserControlPane::HideUI
"
